mol,SMILES_RESULT,Chemspace_ID,Product_type,Price_for_1_mg_pack__USD,Cheapest_pack_size,Cheapest_pack_cost__USD,Supplier,$File,SMILES_QUERY
O=C(NC1=NCCS1)C1=CC2=CC=CC=C2C=N1,O=C(NC1=NCCS1)C1=CC2=CC=CC=C2C=N1,CSRS8029249641314414848031735169792,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
O=C(NC1=NCCS1)C1=NC=CC2=CC=CC=C12,O=C(NC1=NCCS1)C1=NC=CC2=CC=CC=C12,CSRS8029249641314414848031735170048,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
ClC1=C(C(=O)NC2=NCCS2)C2=CC=CC=C2C=N1,ClC1=C(C(=O)NC2=NCCS2)C2=CC=CC=C2C=N1,CSRS8029249641314414848031735170304,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
ClC1=NC(=CC2=CC=CC=C12)C(=O)NC1=NCCS1,ClC1=NC(=CC2=CC=CC=C12)C(=O)NC1=NCCS1,CSRS8029249641314414848031735170560,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
CC1CN=C(NC(=O)C2=CC3=CC=CC=C3S2)S1,CC1CN=C(NC(=O)C2=CC3=CC=CC=C3S2)S1,CSRS8029249641314414848031735170816,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
CC1CN=C(NC(=O)C2=CSC3=CC=CC=C23)S1,CC1CN=C(NC(=O)C2=CSC3=CC=CC=C23)S1,CSRS8029249641314414848031735171072,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
BrC1=C(C=NC2=CC=CC=C12)C(=O)NC1=NCCS1,BrC1=C(C=NC2=CC=CC=C12)C(=O)NC1=NCCS1,CSRS8029249641314414848031735171328,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
BrC1=CC2=CC=CC=C2N=C1C(=O)NC1=NCCS1,BrC1=CC2=CC=CC=C2N=C1C(=O)NC1=NCCS1,CSRS8029249641314414848031735171584,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
BrC1=CC(=NC2=CC=CC=C12)C(=O)NC1=NCCS1,BrC1=CC(=NC2=CC=CC=C12)C(=O)NC1=NCCS1,CSRS8029249641314414848031735171840,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
BrC1=CN=C(C(=O)NC2=NCCS2)C2=CC=CC=C12,BrC1=CN=C(C(=O)NC2=NCCS2)C2=CC=CC=C12,CSRS8029249641314414848031735172096,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
O=C(NC1=NCCS1)C1=CC2=CC=CC=C2O1,O=C(NC1=NCCS1)C1=CC2=CC=CC=C2O1,CSRS8029249641314414848031735172352,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
O=C(NC1=NCCS1)C1=COC2=CC=CC=C12,O=C(NC1=NCCS1)C1=COC2=CC=CC=C12,CSRS8029249641314414848031735172608,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
FC1=CN=C(C(=O)NC2(COC2)C=C)C2=CC=CC=C12,FC1=CN=C(C(=O)NC2(COC2)C=C)C2=CC=CC=C12,CSRS8029249641314414848031735172864,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
O=C(NC1=NOCC1)C1=CC2=CC=CC=C2S1,O=C(NC1=NOCC1)C1=CC2=CC=CC=C2S1,CSRS8029249641314414848031735173120,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
O=C(NC1=NOCC1)C1=CSC2=CC=CC=C12,O=C(NC1=NOCC1)C1=CSC2=CC=CC=C12,CSRS8029249641314414848031735173376,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
ClC1=C(SC2=CC=CC=C12)C(=O)NC1=NCCS1,ClC1=C(SC2=CC=CC=C12)C(=O)NC1=NCCS1,CSRS8029249641314414848031735173632,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
ClC1=CC=CC2=C1C=C(S2)C(=O)NC1=NCCS1,ClC1=CC=CC2=C1C=C(S2)C(=O)NC1=NCCS1,CSRS8029249641314414848031735173888,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
ClC1=CC=CC2=C1SC=C2C(=O)NC1=NCCS1,ClC1=CC=CC2=C1SC=C2C(=O)NC1=NCCS1,CSRS8029249641314414848031735174144,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
ClC1=CC=C2C=C(SC2=C1)C(=O)NC1=NCCS1,ClC1=CC=C2C=C(SC2=C1)C(=O)NC1=NCCS1,CSRS8029249641314414848031735174400,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
ClC1=CC=C2SC(=CC2=C1)C(=O)NC1=NCCS1,ClC1=CC=C2SC(=CC2=C1)C(=O)NC1=NCCS1,CSRS8029249641314414848031735174656,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
ClC1=CC=C2C(SC=C2C(=O)NC2=NCCS2)=C1,ClC1=CC=C2C(SC=C2C(=O)NC2=NCCS2)=C1,CSRS8029249641314414848031735174912,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
ClC1=CC=C2SC=C(C(=O)NC3=NCCS3)C2=C1,ClC1=CC=C2SC=C(C(=O)NC3=NCCS3)C2=C1,CSRS8029249641314414848031735175168,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
ClC1=CC=CC2=C1SC(=C2)C(=O)NC1=NCCS1,ClC1=CC=CC2=C1SC(=C2)C(=O)NC1=NCCS1,CSRS8029249641314414848031735175424,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
COC1=NC(=CC2=CC=CC=C12)C(=O)NC1=NCCS1,COC1=NC(=CC2=CC=CC=C12)C(=O)NC1=NCCS1,CSRS8029249641314414848031735175680,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
COC1=NC=C(C(=O)NC2=NCCS2)C2=CC=CC=C12,COC1=NC=C(C(=O)NC2=NCCS2)C2=CC=CC=C12,CSRS8029249641314414848031735175936,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
COC1=C(C(=O)NC2=NCCS2)C2=CC=CC=C2N=C1,COC1=C(C(=O)NC2=NCCS2)C2=CC=CC=C2N=C1,CSRS8029249641314414848031735176192,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
COC1=NC2=CC=CC=C2C=C1C(=O)NC1=NCCS1,COC1=NC2=CC=CC=C2C=C1C(=O)NC1=NCCS1,CSRS8029249641314414848031735176448,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
COC1=C2C=CC=CC2=NC(=C1)C(=O)NC1=NCCS1,COC1=C2C=CC=CC2=NC(=C1)C(=O)NC1=NCCS1,CSRS8029249641314414848031735176704,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
COC1=NC2=CC=CC=C2C(=C1)C(=O)NC1=NCCS1,COC1=NC2=CC=CC=C2C(=C1)C(=O)NC1=NCCS1,CSRS8029249641314414848031735176960,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
CNC1=NC2=CC=CC=C2C(=C1)C(=O)NC1=NCCS1,CNC1=NC2=CC=CC=C2C(=C1)C(=O)NC1=NCCS1,CSRS8029249641314414848031735177216,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
OC1=C(N=CC2=CC=CC=C12)C(=O)NC1(COC1)C=C,OC1=C(N=CC2=CC=CC=C12)C(=O)NC1(COC1)C=C,CSRS8029249641314414848031735177472,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
NC1=C(N=CC2=CC=CC=C12)C(=O)NC1(COC1)C=C,NC1=C(N=CC2=CC=CC=C12)C(=O)NC1(COC1)C=C,CSRS8029249641314414848031735177728,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
NC1=CC2=CC=CC=C2C(=N1)C(=O)NC1(COC1)C=C,NC1=CC2=CC=CC=C2C(=N1)C(=O)NC1(COC1)C=C,CSRS8029249641314414848031735177984,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
NC1=C2C=CC=CC2=NC(=C1)C(=O)NC1(COC1)C=C,NC1=C2C=CC=CC2=NC(=C1)C(=O)NC1(COC1)C=C,CSRS8029249641314414848031735178240,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
NC1=C2C=CC=CC2=NC=C1C(=O)NC1(COC1)C=C,NC1=C2C=CC=CC2=NC=C1C(=O)NC1(COC1)C=C,CSRS8029249641314414848031735178496,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
NC1=NC2=CC=CC=C2C=C1C(=O)NC1(COC1)C=C,NC1=NC2=CC=CC=C2C=C1C(=O)NC1(COC1)C=C,CSRS8029249641314414848031735178752,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
CCC1=NC2=CC=CC=C2C=C1C(=O)NC1=NCCS1,CCC1=NC2=CC=CC=C2C=C1C(=O)NC1=NCCS1,CSRS8029249641314414848031735179008,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
CCC1=C(C(=O)NC2=NCCS2)C2=CC=CC=C2N=C1,CCC1=C(C(=O)NC2=NCCS2)C2=CC=CC=C2N=C1,CSRS8029249641314414848031735179264,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
CC1=C(C(=O)NC2(COC2)C=C)C2=CC=CC=C2C=N1,CC1=C(C(=O)NC2(COC2)C=C)C2=CC=CC=C2C=N1,CSRS8029249641314414848031735179520,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
CN(C)C1=NC2=CC=CC=C2C(=C1)C(=O)NC1=NCCS1,CN(C)C1=NC2=CC=CC=C2C(=C1)C(=O)NC1=NCCS1,CSRS8029249641314414848031735179776,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
CN(C)C1=C2C=CC=CC2=NC(=C1)C(=O)NC1=NCCS1,CN(C)C1=C2C=CC=CC2=NC(=C1)C(=O)NC1=NCCS1,CSRS8029249641314414848031735180032,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
BrC1=C(C(=O)NC2=NCCS2)C2=CC=CC=C2S1,BrC1=C(C(=O)NC2=NCCS2)C2=CC=CC=C2S1,CSRS8029249641314414848031735180288,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
BrC1=C(SC2=CC=CC=C12)C(=O)NC1=NCCS1,BrC1=C(SC2=CC=CC=C12)C(=O)NC1=NCCS1,CSRS8029249641314414848031735180544,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
CC1=NC2=CC=CC=C2C(=C1)C(=O)NC1(COC1)C=C,CC1=NC2=CC=CC=C2C(=C1)C(=O)NC1(COC1)C=C,CSRS8029249641314414848031735180800,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
CC1=C2C=CC=CC2=NC(=C1)C(=O)NC1(COC1)C=C,CC1=C2C=CC=CC2=NC(=C1)C(=O)NC1(COC1)C=C,CSRS8029249641314414848031735181056,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
CC1=C2C=CC=CC2=NC=C1C(=O)NC1(COC1)C=C,CC1=C2C=CC=CC2=NC=C1C(=O)NC1(COC1)C=C,CSRS8029249641314414848031735181312,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
CC1=NC2=CC=CC=C2C=C1C(=O)NC1(COC1)C=C,CC1=NC2=CC=CC=C2C=C1C(=O)NC1(COC1)C=C,CSRS8029249641314414848031735181568,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
CC1=C(N=C2C=CC=CC2=C1)C(=O)NC1(COC1)C=C,CC1=C(N=C2C=CC=CC2=C1)C(=O)NC1(COC1)C=C,CSRS8029249641314414848031735181824,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
CC1=C(C(=O)NC2(COC2)C=C)C2=CC=CC=C2N=C1,CC1=C(C(=O)NC2(COC2)C=C)C2=CC=CC=C2N=C1,CSRS8029249641314414848031735182080,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
BrC1=CC=CC2=C1SC=C2C(=O)NC1=NCCS1,BrC1=CC=CC2=C1SC=C2C(=O)NC1=NCCS1,CSRS8029249641314414848031735182336,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
BrC1=CC=CC2=C1SC(=C2)C(=O)NC1=NCCS1,BrC1=CC=CC2=C1SC(=C2)C(=O)NC1=NCCS1,CSRS8029249641314414848031735182592,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
BrC1=CC=C2C(SC=C2C(=O)NC2=NCCS2)=C1,BrC1=CC=C2C(SC=C2C(=O)NC2=NCCS2)=C1,CSRS8029249641314414848031735182848,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
BrC1=CC=C2SC(=CC2=C1)C(=O)NC1=NCCS1,BrC1=CC=C2SC(=CC2=C1)C(=O)NC1=NCCS1,CSRS8029249641314414848031735183104,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
BrC1=CC=CC2=C1C=C(S2)C(=O)NC1=NCCS1,BrC1=CC=CC2=C1C=C(S2)C(=O)NC1=NCCS1,CSRS8029249641314414848031735183360,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
ClC1=C(OC2=CC=CC=C12)C(=O)NC1=NCCS1,ClC1=C(OC2=CC=CC=C12)C(=O)NC1=NCCS1,CSRS8029249641314414848031735183616,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
ClC1=C(C(=O)NC2=NCCS2)C2=CC=CC=C2O1,ClC1=C(C(=O)NC2=NCCS2)C2=CC=CC=C2O1,CSRS8029249641314414848031735183872,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
CC1=NC(C)(CNC(=O)C2=CC3=CC=CC=C3S2)CS1,CC1=NC(C)(CNC(=O)C2=CC3=CC=CC=C3S2)CS1,CSRS8029249641314414848031735184128,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
CC1=NC(C)(CNC(=O)C2=CSC3=CC=CC=C23)CS1,CC1=NC(C)(CNC(=O)C2=CSC3=CC=CC=C23)CS1,CSRS8029249641314414848031735184384,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
CC1CN=C(NC(=O)C2=NC=C(F)C3=CC=CC=C23)S1,CC1CN=C(NC(=O)C2=NC=C(F)C3=CC=CC=C23)S1,CSRS8029249641314414848031735184640,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
C=C1COCC1NC(=O)C1=CSC2=CC=CC=C12,C=C1COCC1NC(=O)C1=CSC2=CC=CC=C12,CSRS8029249641314414848031735184896,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
C=C1COCC1NC(=O)C1=CC2=CC=CC=C2S1,C=C1COCC1NC(=O)C1=CC2=CC=CC=C2S1,CSRS8029249641314414848031735185152,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
O=C(CC1=CC2=CC=CC=C2S1)NC1=NCCS1,O=C(CC1=CC2=CC=CC=C2S1)NC1=NCCS1,CSRS8029249641314414848031735185408,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
O=C(CC1=CSC2=CC=CC=C12)NC1=NCCS1,O=C(CC1=CSC2=CC=CC=C12)NC1=NCCS1,CSRS8029249641314414848031735185664,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
NC(=S)C1(CC1)NC(=O)C1=CC2=CC=CC=C2S1,NC(=S)C1(CC1)NC(=O)C1=CC2=CC=CC=C2S1,CSRS8029249641314414848031735185920,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
NC(=S)C1(CC1)NC(=O)C1=CSC2=CC=CC=C12,NC(=S)C1(CC1)NC(=O)C1=CSC2=CC=CC=C12,CSRS8029249641314414848031735186176,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
FC1=CC=CC2=C1SC(=C2)C(=O)NC1(COC1)C=C,FC1=CC=CC2=C1SC(=C2)C(=O)NC1(COC1)C=C,CSRS8029249641314414848031735186432,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
FC1=CC=C2SC=C(C(=O)NC3(COC3)C=C)C2=C1,FC1=CC=C2SC=C(C(=O)NC3(COC3)C=C)C2=C1,CSRS8029249641314414848031735186688,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
FC1=CC=C2SC(=CC2=C1)C(=O)NC1(COC1)C=C,FC1=CC=C2SC(=CC2=C1)C(=O)NC1(COC1)C=C,CSRS8029249641314414848031735186944,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
FC1=C2C=C(SC2=CC=C1)C(=O)NC1(COC1)C=C,FC1=C2C=C(SC2=CC=C1)C(=O)NC1(COC1)C=C,CSRS8029249641314414848031735187200,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
FC1=CC=C2C=C(SC2=C1)C(=O)NC1(COC1)C=C,FC1=CC=C2C=C(SC2=C1)C(=O)NC1(COC1)C=C,CSRS8029249641314414848031735187456,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17005,O=C(NC=1SCCN=1)c1c2c(sc1)cccc2
CCCC1=CC(=NN1)C(=O)NC1=CC=C(C)C=C1O,CCCC1=CC(=NN1)C(=O)NC1=CC=C(C)C=C1O,CSRS8030123562455734704574981874432,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17018,O=C1NC(Nc2c(O)ccc(C)c2)=NC(CCC)=C1
CCCC1=CC(=NN1)C(=O)NC1=CC=CC(C)=C1O,CCCC1=CC(=NN1)C(=O)NC1=CC=CC(C)=C1O,CSRS8030123562455734704574981874688,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17018,O=C1NC(Nc2c(O)ccc(C)c2)=NC(CCC)=C1
CCCC1=CC(=NN1)C(=O)NC1=CC(C)=CC=C1O,CCCC1=CC(=NN1)C(=O)NC1=CC(C)=CC=C1O,CSRS8030123562455734704574981874944,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17018,O=C1NC(Nc2c(O)ccc(C)c2)=NC(CCC)=C1
CCCC1=CC(=NN1)C(=O)NC1=CC=C(O)C=C1C,CCCC1=CC(=NN1)C(=O)NC1=CC=C(O)C=C1C,CSRS8030123562455734704574981875200,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17018,O=C1NC(Nc2c(O)ccc(C)c2)=NC(CCC)=C1
CCCC1=NNC=C1C(=O)NC1=CC(C)=CC=C1O,CCCC1=NNC=C1C(=O)NC1=CC(C)=CC=C1O,CSRS8030123562455734704574981875456,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17018,O=C1NC(Nc2c(O)ccc(C)c2)=NC(CCC)=C1
CCCC1=CC(=NN1)C(=O)NC1=CC(O)=CC=C1C,CCCC1=CC(=NN1)C(=O)NC1=CC(O)=CC=C1C,CSRS8030123562455734704574981875712,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17018,O=C1NC(Nc2c(O)ccc(C)c2)=NC(CCC)=C1
CCCC1=NNC=C1C(=O)NC1=CC=C(O)C=C1C,CCCC1=NNC=C1C(=O)NC1=CC=C(O)C=C1C,CSRS8030123562455734704574981875968,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17018,O=C1NC(Nc2c(O)ccc(C)c2)=NC(CCC)=C1
CCCC1=NNC=C1C(=O)NC1=CC=C(O)C(C)=C1,CCCC1=NNC=C1C(=O)NC1=CC=C(O)C(C)=C1,CSRS8030123562455734704574981876224,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17018,O=C1NC(Nc2c(O)ccc(C)c2)=NC(CCC)=C1
CCCC1=NNC=C1C(=O)NC1=CC=C(C)C(O)=C1,CCCC1=NNC=C1C(=O)NC1=CC=C(C)C(O)=C1,CSRS8030123562455734704574981876480,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17018,O=C1NC(Nc2c(O)ccc(C)c2)=NC(CCC)=C1
CCCC1=NNC=C1C(=O)NC1=CC=CC(C)=C1O,CCCC1=NNC=C1C(=O)NC1=CC=CC(C)=C1O,CSRS8030123562455734704574981876736,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17018,O=C1NC(Nc2c(O)ccc(C)c2)=NC(CCC)=C1
CCCC1=NNC=C1C(=O)NC1=CC(O)=CC=C1C,CCCC1=NNC=C1C(=O)NC1=CC(O)=CC=C1C,CSRS8030123562455734704574981876992,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17018,O=C1NC(Nc2c(O)ccc(C)c2)=NC(CCC)=C1
CCCC1=CC(=NN1)C(=O)NC1=CC=C(C)C(O)=C1,CCCC1=CC(=NN1)C(=O)NC1=CC=C(C)C(O)=C1,CSRS8030123562455734704574981877248,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17018,O=C1NC(Nc2c(O)ccc(C)c2)=NC(CCC)=C1
CCCC1=CC(=NN1)C(=O)NC1=CC(C)=CC(O)=C1,CCCC1=CC(=NN1)C(=O)NC1=CC(C)=CC(O)=C1,CSRS8030123562455734704574981877504,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17018,O=C1NC(Nc2c(O)ccc(C)c2)=NC(CCC)=C1
CCCC1=NNC=C1C(=O)NC1=CC(C)=CC(O)=C1,CCCC1=NNC=C1C(=O)NC1=CC(C)=CC(O)=C1,CSRS8030123562455734704574981877760,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17018,O=C1NC(Nc2c(O)ccc(C)c2)=NC(CCC)=C1
CCCC1=NNC=C1C(=O)NC1=CC=C(C)C=C1O,CCCC1=NNC=C1C(=O)NC1=CC=C(C)C=C1O,CSRS8030123562455734704574981878016,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17018,O=C1NC(Nc2c(O)ccc(C)c2)=NC(CCC)=C1
CCCC1=CC(=NN1)C(=O)NC1=CC=C(O)C(C)=C1,CCCC1=CC(=NN1)C(=O)NC1=CC=C(O)C(C)=C1,CSRS8030123562455734704574981878272,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17018,O=C1NC(Nc2c(O)ccc(C)c2)=NC(CCC)=C1
CCCC1=CC(=NN1)C(=O)NC1=C(C)C=CC=C1O,CCCC1=CC(=NN1)C(=O)NC1=C(C)C=CC=C1O,CSRS8030123562455734704574981878528,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17018,O=C1NC(Nc2c(O)ccc(C)c2)=NC(CCC)=C1
CCCC1=CC(=NN1)C(=O)NC1=CC=CC(O)=C1C,CCCC1=CC(=NN1)C(=O)NC1=CC=CC(O)=C1C,CSRS8030123562455734704574981878784,REAL and Freedom Spaces structure,275,1 mg,275,Chemspace US Inc.,17018,O=C1NC(Nc2c(O)ccc(C)c2)=NC(CCC)=C1
CCCC1=NNC=C1C(=O)NC1=C(C)C=CC=C1O,CCCC1=NNC=C1C(=O)NC1=C(C)C=CC=C1O,CSRS8030123562455734704574981879040,REAL and Freedom Spaces structure,275,1 mg,275,Chemspace US Inc.,17018,O=C1NC(Nc2c(O)ccc(C)c2)=NC(CCC)=C1
